ohe__gender_F,ohe__gender_M,scaler__age,scaler__height_cm,scaler__weight_kg,scaler__body fat_%,scaler__diastolic,scaler__systolic,scaler__gripForce,scaler__sit and bend forward_cm,scaler__sit-ups counts,scaler__broad jump_cm
0.0,1.0,0.45184030363734384,0.05053644576432821,0.09242960175564331,-1.4986158788253645,0.10456763700584626,-0.7157509380220329,0.8133299447444111,0.6198845878791278,1.0609300948543579,1.2188734311156773
1.0,0.0,1.9902685380458178,-1.6668757801332528,-0.478526074574936,1.9487590052413586,-1.1203968997070288,-0.4412770338268676,-1.048168918804919,-1.3733043486124796,-2.076036044823608,-2.122151530209339
1.0,0.0,0.9646497151068352,-0.6127400000995644,-0.36097637650687503,0.8042305437312067,-1.2146249409926346,-1.950883506900277,-1.2165457004324969,1.1150868081254899,-0.6121185129738907,-1.2993618009278054
1.0,0.0,-1.1598464181239145,-1.5721220021526952,-1.1082565999395457,0.16991356506292948,-1.2146249409926346,0.10767077456346309,-1.2446084973704266,0.5703643658544918,0.43353686691876464,0.32128463553582204
0.0,1.0,0.7448742530484818,0.5243053356671091,0.4450786959598251,-0.8091409020120202,0.10456763700584626,-0.7157509380220329,0.710433022638669,-0.03625835394730182,0.15469543228072322,-0.3020409169501885
1.0,0.0,-0.8668124687127767,-0.9088455562888025,-0.5373009236089659,1.4109685233269498,-0.1781164868509711,-0.5098955098756589,-1.20719143478652,0.48370397731137854,-1.239511740909484,-1.4489599335244479
0.0,1.0,-1.0133294434183457,-0.42323244413845273,-1.1166530069444067,-1.5124053783616314,-0.8377127758502115,-1.333317222461155,-0.2811191358348435,-0.14767885350273335,0.01527471496170249,0.3711506797347029
0.0,1.0,-0.7935539813599922,0.2755766684681498,0.28554696286745795,-0.6712459066493512,-1.4030810235638462,-0.029566177534119574,0.7197872882846458,0.11230231212660695,0.9215093775353371,0.7202129891268688
0.0,1.0,0.08554786687342149,0.370330446448704,2.02360321287378,-0.06450792705360761,0.10456763700584626,0.38214467875862845,1.4307114773788616,0.11230231212660695,1.270061170832889,1.1690073869167963
1.0,0.0,1.404200639223542,-0.5890515556044267,-1.1166530069444067,0.252650562280531,-1.5915371061350578,-1.6764096027051116,-1.749738842253159,-0.011498242934983803,-2.2851671208021394,-1.9476203755132562
1.0,0.0,-0.13422759518493194,-0.06790577671136702,-1.209013483997883,0.19749256413546315,-0.0838884455653653,-0.23542160568049358,-0.9546262623451538,0.6322646433852871,0.5729575842377853,-0.4017730053479502
0.0,1.0,-0.8668124687127767,0.1571344459924546,0.8984846742223446,-0.8780883996933546,-1.5915371061350578,-0.029566177534119574,1.9545503535535476,0.9912862530638995,1.47919224681142,1.2936724974139984
0.0,1.0,-0.7202954940072077,-0.6245842223471333,-0.41975122554090555,-1.1400888908824254,-0.0838884455653653,-0.5098955098756589,0.3081995998616778,0.6817848654099231,1.6186129641304408,1.0692752985190346
0.0,1.0,-0.5737785193016388,1.6258180046910762,1.091602035334158,-0.781561902939486,-1.4030810235638462,-0.7157509380220329,0.4485135845513258,-0.2714794085643239,0.5729575842377853,1.2936724974139984
1.0,0.0,-0.8668124687127767,-0.6245842223471333,-0.73041828472078,1.1627575316741456,0.9526200085762982,0.17628925061225442,-1.1884829034945672,0.9665261420515814,0.7820886602163164,-0.2023088285524268
1.0,0.0,1.550717613929111,-1.5721220021526952,-0.7807967267499483,1.2041260302829464,0.669935884719481,1.6172772476368724,-1.3381511538301918,0.6446446988914459,-1.1000910235904633,-1.3492278451266861
1.0,0.0,1.9902685380458178,-1.3707702239440147,-0.9067428318228702,1.6591795149797535,0.669935884719481,0.9310924871489591,-0.8610836058853885,-0.32099963058896014,-2.4245878381211603,-2.521079883800386
0.0,1.0,-1.0133294434183457,0.2400440017254399,0.08403319475078233,-0.5195614117504151,0.19879567829145203,0.24490772666104577,1.271688961397261,0.6198845878791278,0.712378301556806,0.7700790333257497
1.0,0.0,-1.0865879307711301,-0.6127400000995644,-0.8983464248180092,0.9145465400213415,-0.9319408171358173,-0.16680312963170224,-1.1604201065566375,1.6226690838780113,0.08498507362121285,-0.6511032263423544
0.0,1.0,-1.1598464181239145,0.19266711273516116,0.4786643239792714,-1.6365108741880334,-0.2723445281365769,0.10767077456346309,1.1407292423535897,-0.011498242934983803,1.47919224681142,1.2936724974139984
0.0,1.0,-0.9400709560655611,0.9980742255698901,1.8808642937911362,-0.6022984089680168,0.10456763700584626,-0.921606366168407,1.8516534314478057,-0.30861957508280113,0.9912197361948475,1.0443422764195942
0.0,1.0,0.23206484157899043,0.6190591136476666,0.848106232193175,0.7766515446586726,-0.2723445281365769,-0.6471324619732416,0.8039756790984344,-0.6676411847614134,0.22440579094023358,0.19661952503861996
0.0,1.0,1.2576836645179732,0.5716822246573879,1.6289720836452921,-0.06450792705360761,1.0468480498619042,1.4800402955392897,1.374585883503003,0.18658264516356102,0.6426679428972957,-0.002844651756903424
1.0,0.0,0.9646497151068352,-0.10343844345407693,-0.2602194924485372,-0.6298774080405505,0.7641639260050868,0.7938555350513765,-0.5243300426302335,0.8427255869899909,-0.47269779565487,-0.5763041600440331
1.0,0.0,0.08554786687342149,-1.050976223259639,-0.9739140878617623,0.61117755022347,-1.7799931887062694,-0.7157509380220329,-0.5898099021520692,1.2141272521747626,-0.8909599476119322,-0.35190696114906933
0.0,1.0,1.1111666898124042,0.3466420019535663,0.46187150996954823,0.7766515446586726,0.4814798021482694,0.6566185829537938,0.9723524607260118,-0.14767885350273335,-0.9606703062714426,0.34621765763526247
0.0,1.0,-0.2807445698905009,0.05053644576432821,1.637368490650153,-0.0920869261261413,-1.3088529822782404,-0.5098955098756589,2.02938447872136,-0.9152422948845946,0.5729575842377853,0.495815790231905
0.0,1.0,-1.1598464181239145,0.12160177924974468,-0.25182308544367626,-1.7054583718693679,-0.1781164868509711,0.24490772666104577,0.8601012729742937,0.7808253094591956,1.7580336814494615,1.443270630010641
1.0,0.0,-0.35400305724328535,-1.3944586684391522,-1.0914637859298226,0.7077040469773381,-1.4030810235638462,-2.0195019829490684,-1.151065840910661,0.0008818125711752071,-0.40298743699535966,-1.050031579933401
0.0,1.0,-1.0865879307711301,0.9743857810747524,-0.6582091844789714,-1.3882998825352295,0.669935884719481,1.1369479152953332,0.01821736483640579,-1.1133231829831394,0.6426679428972957,0.19661952503861996
1.0,0.0,-1.1598464181239145,-0.15081533244435233,0.7221601271202531,2.472759987619501,0.5757078434338752,-0.8529878901196156,-0.4214331205244915,-0.14767885350273335,0.2941161495997439,-0.7009692705412353
0.0,1.0,-0.6470370066544233,0.5598380024098191,1.066412814319574,0.10096606738159501,1.4237602150043271,1.6172772476368724,1.1968548362294484,-0.6676411847614134,0.3638265082592543,0.5955478786296667
0.0,1.0,1.8437515633402488,0.4532400021816927,0.6214032430619165,0.3078085604255984,-0.0838884455653653,1.548658771588081,0.19594841210995978,-2.4627492331544762,-2.076036044823608,-1.224562734629484
0.0,1.0,-1.0133294434183457,0.4413957799341238,1.066412814319574,0.004439570627726853,1.0468480498619042,-0.029566177534119574,1.7019851811121818,0.7932053649653549,0.9912197361948475,0.7202129891268688
0.0,1.0,1.0379082024596196,1.2704913372639905,0.9908451512758202,-0.3265084182426789,-2.628045560276721,0.4507631548074198,1.8142363688638996,0.6198845878791278,-0.6818288716334011,1.1191413427179155
0.0,1.0,-1.1598464181239145,0.1571344459924546,0.2603577418528726,-1.2366153876362935,-0.36657256942218264,0.38214467875862845,0.21465694340191244,0.4960840328175373,1.4094818881519098,1.39340458581176
0.0,1.0,0.3785818162845594,-0.7430264448228285,-0.01672368930755548,-0.7264039047944186,-1.4030810235638462,-0.029566177534119574,1.0752493828317538,0.0008818125711752071,0.8517990188758268,0.7202129891268688
0.0,1.0,-0.42726154459606985,-0.0323731099686571,-0.7136254707110568,-1.3882998825352295,-1.2146249409926346,-0.6471324619732416,0.21465694340191244,-0.6800212402675727,0.503247225578275,1.0194092543201538
1.0,0.0,-1.0865879307711301,-1.2167953347256095,-1.334959589070805,0.5146510534696018,0.2930237195770578,0.9997109631977504,-1.469110872873863,0.4713239218052193,0.01527471496170249,-1.2993618009278054
1.0,0.0,-1.1598464181239145,-0.7311822225752597,-1.53647335718748,-0.271350420097611,1.2353041324331155,-0.4412770338268676,-1.3287968881842152,1.5855289173595342,0.08498507362121285,-0.10257674015466511
0.0,1.0,1.69723458863468,-0.6127400000995644,0.7053673131105311,1.5074950200808186,1.14107609114751,-0.7157509380220329,-0.6927068242578108,0.12468236763276574,-1.7274842515260564,-0.7259022926406756
1.0,0.0,1.8437515633402488,-1.5247451131624197,-0.542338767811883,2.458970488083234,-0.9319408171358173,-1.333317222461155,-1.469110872873863,0.9912862530638995,-1.1698013822499735,-1.4240269114250075
0.0,1.0,-0.5005200319488543,1.3178682262542658,0.688574499100808,-0.06450792705360761,0.3872517608626636,0.7938555350513765,0.05563442742031179,-0.8904821838722765,0.712378301556806,0.8199450775246305
